,Title,Skills,Level,Link
158,Arizona State University TESOL," Oral Comprehension, Learning Management Systems, Education Software and Technology, Digital pedagogy, Language Competency, Teaching, Literacy, Train The Trainer, Technology Strategies, Grammar, English Language, Language Interpretation, Translation, and Studies, Design Elements And Principles, Design Strategies, Language Learning, digital literacy, Verbal Communication Skills, Public Speaking, Critical Thinking, Digital Transformation",Beginner,https://www.coursera.org/professional-certificates/arizona-state-university-tesol
159,Business Analytics," People Analytics, Descriptive Analytics, Data-Driven Marketing, Financial Statement Analysis, Business Analytics, Data-Driven Decision-Making, Customer Analysis, Financial Statements, Human Resource Strategy, Financial Analysis, Marketing Analytics, Human Resources Management and Planning, Analytics, Operational Efficiency, Predictive Analytics, Customer Insights, Financial Data, Operational Analysis, Peer Review, People Management",Beginner,https://www.coursera.org/specializations/business-analytics
160,Play It Safe: Manage Security Risks," Security Management, Threat Management, Cybersecurity, Cyber Risk, Risk Management Framework, Risk Management, Business Risk Management, Incident Response, Vulnerability Management, Risk Mitigation, Security Information and Event Management (SIEM), Security Controls, Computer Security, Risk Analysis, Threat Detection, Open Web Application Security Project (OWASP), Event Monitoring, Auditing",Beginner,https://www.coursera.org/learn/manage-security-risks
161,Getting started with Google Workspace," Google Docs, Gmail, Google Sheets, Google Workspace, Presentations, Calendar Management, File Management, Spreadsheet Software, Productivity Software, Email Security, Email Automation, Collaborative Software, Excel Formulas, Data Visualization, Data Validation, Document Management, Setting Appointments, Meeting Facilitation, Sales Presentations, Version Control",Beginner,https://www.coursera.org/specializations/getting-started-with-google-workspace
162,Crafting User-First Product Experiences in the AI Era," Competitive Analysis, Market Research, User Story, User Interface (UI), Competitive Intelligence, User Interface and User Experience (UI/UX) Design, Usability, Persona Development, Microsoft Copilot, Product Development, Market Analysis, UI/UX Strategy, New Product Development, Product Management, Product Lifecycle Management, Product Roadmaps, Data Ethics, Law, Regulation, and Compliance, Responsible AI, Data Governance",Beginner,https://www.coursera.org/specializations/crafting-user-first-product-experiences-in-the-ai-era
163,The Bits and Bytes of Computer Networking," Computer Networking, Network Troubleshooting, Network Administration, TCP/IP, General Networking, Routing Protocols, Network Protocols, Networking Hardware, OSI Models, Network Routing, Network Infrastructure, Dynamic Host Configuration Protocol (DHCP), Network Security, Wireless Networks, Network Model, Data Integrity",Beginner,https://www.coursera.org/learn/computer-networking
164,"BI Foundations with SQL, ETL and Data Warehousing"," Data Warehousing, Extract, Transform, Load, Data Pipelines, Linux Commands, SQL, IBM Cognos Analytics, Apache Kafka, Bash (Scripting Language), Apache Airflow, Shell Script, IBM DB2, Data Transformation, Data Visualization, Dashboard, File Management, Dashboard Creation, Star Schema, Database Management, Relational Databases, Stored Procedure",Beginner,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse
165,Foundations of Positive Psychology," Resilience, Goal Setting, Empathy & Emotional Intelligence, Emotional Intelligence, Positivity, Smart Goals, Optimism, Research Methodologies, Overcoming Obstacles, Research Design, Cognitive flexibility, Relationship Building, Scientific Methods, Personal Attributes, Personal Development, Self-Awareness, Qualitative Research, Research, Positive Behavior Support, Psychology",Beginner,https://www.coursera.org/specializations/positivepsychology
166,Improve Your English Communication Skills," Sales Presentation, Presentations, Oral Expression, Business Writing, Business Correspondence, Sales Presentations, Telephone Skills, Verbal Communication Skills, Interviewing Skills, Public Speaking, Professional Development, English Language, Cultural Diversity, Business Communication, Professional Networking, Cultural Sensitivity, Writing, LinkedIn, Web Content, Social Media Content",Beginner,https://www.coursera.org/specializations/improve-english
167,Building AI Agents and Agentic Workflows," AI Orchestration, AI Workflows, LangChain, Agentic Workflows, Tool Calling, LangGraph, LLM Application, Agentic systems, Generative AI Agents, Responsible AI, Retrieval-Augmented Generation, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, AI Integrations, Prompt Engineering, Large Language Modeling, Software Design Patterns, Software Development, Python Programming, Application Development",Intermediate,https://www.coursera.org/specializations/building-ai-agents-and-agentic-workflows
168,Data Analysis and Presentation Skills: the PwC Approach," Analytics, Data Visualization, Business Analytics, Data Analysis, Interactive Data Visualization, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Dashboard Creation, Microsoft Excel, Customer Analysis, Data Visualization Software, Big Data, Target Market, Oral Expression, Data Cleansing",Beginner,https://www.coursera.org/specializations/pwc-analytics
169,IBM Systems Analyst," Process Modeling, Process Mapping, Business Process Modeling, Process Analysis, Business Analysis, Data Storytelling, Business Analysis Tools, Business Process Improvement, Feasibility Studies, Systems Analysis, Stakeholder Analysis, Process Optimization, Requirements Management, Business Systems Analysis, Systems Design, Communication Planning, Test Planning, Information Technology, Database Management, Agile Methodology",Beginner,https://www.coursera.org/professional-certificates/ibm-systems-analyst
170,SAP Technology Consultant," Journey Mapping, Business Transformation, SAP S/4HANA, Project Design, Technology Solutions, Relationship Building, Software As A Service, Consultative Approaches, Enterprise Architecture, ABAP RESTful Programming Model (RAP), Solution Architecture, Enterprise Resource Planning, System Design and Implementation, Project Implementation, Project Closure, Test Planning, Company, Product, and Service Knowledge, Requirements Analysis, Stakeholder Communications, Project Management",Beginner,https://www.coursera.org/professional-certificates/sap-technology-consultant
171,Adobe Marketing Specialist," Adobe Express, Content Scheduling, Marketing Strategies, Personalized Campaigns, Data-Driven Marketing, Promotional Strategies, Marketing Planning, Social Media Content, Digital Marketing Campaigns, Responsible AI, Digital Marketing, Cross-Channel Marketing, Logo Design, Generative AI, Campaign Management, Social Media Marketing, Graphic Design, Content Strategy, Advertising, Market Research",Beginner,https://www.coursera.org/professional-certificates/adobe-marketing-specialist
172,Adobe Graphic Designer: Design that Demands Attention," Adobe Express, Adobe Illustrator, Adobe Photoshop, Responsible AI, Logo Design, Digital Design, Layout Design, Generative AI, AI powered creativity, Graphic Design, Usability, Adobe Firefly, Document Control, User Interface and User Experience (UI/UX) Design, Visual Storytelling, Design Software, Visual Design, Packaging and Labeling, Branding, Storytelling",Beginner,https://www.coursera.org/professional-certificates/adobe-graphic-designer
173,Prepare Data for Exploration," Data Ethics, File Management, Data Security, Google Sheets, Databases, Data Access, Data Storage, Data Quality, Data Management, Data Collection, Relational Databases, SQL, Data Import/Export, Metadata Management, Unstructured Data",Beginner,https://www.coursera.org/learn/data-preparation
174,Stanford Introduction to Food and Health," Cooking, Nutrition Education, Meal Planning And Preparation, Health Promotion, Health Education, Food and Beverage, Nutrition and Diet, Public Health, Behavior Management, Social Studies, Habit Formation, Cultural Diversity, Health Informatics, Chronic Diseases",Beginner,https://www.coursera.org/learn/food-and-health
175,IBM Data Architecture," NoSQL, Database Administration, Data Warehousing, SQL, Data Pipelines, Apache Hadoop, Database Architecture and Administration, Database Design, Database Management, Relational Databases, Data Security, Linux Commands, Data Migration, Data Governance, MongoDB, Apache Spark, Apache Kafka, Database Development, Extract, Transform, Load, Data Architecture",Beginner,https://www.coursera.org/professional-certificates/ibm-data-architect
176,Supply Chain Management," Strategic Sourcing, Lean Six Sigma, Demand Planning, Procurement, Supplier Relationship Management, Manufacturing Operations, Forecasting, Supply Chain Planning, Lean Methodologies, Process Improvement, Supplier Management, Operations Management, Operations, Process Improvement and Optimization, Customer Demand Planning, Inventory Management, Warehousing, Supply Chain, Warehouse Management, Logistics",Beginner,https://www.coursera.org/specializations/supply-chain-management
177,IBM IT Support," Cloud Computing Architecture, Technical Support, Technical Support and Services, Cloud Services, Cloud Deployment, Generative AI, Hardware Troubleshooting, IT Service Management, Cloud Technologies, Cloud Security, Generative AI Agents, Cloud Infrastructure, Cybersecurity, Cloud Computing, Professional Networking, Data Storage, Peripheral Devices, Database Administration, Information Technology, Customer Service",Beginner,https://www.coursera.org/professional-certificates/ibm-technical-support
178,DeepLearning.AI Data Engineering," Data Store, Apache Airflow, Data Modeling, Data Pipelines, Data Storage, Data Storage Technologies, Data Architecture, Requirements Analysis, Data Processing, Data Warehousing, Query Languages, Data Preprocessing, Apache Hadoop, Requirements Elicitation, Vector Databases, Extract, Transform, Load, Data Lakes, Data Integration, Infrastructure as Code (IaC), Data Management",Intermediate,https://www.coursera.org/professional-certificates/data-engineering
179,"TESOL Certificate, Part 1: Teach English Now!"," Digital pedagogy, Train The Trainer, Language Interpretation, Translation, and Studies, Design Elements And Principles, English Language, Design Strategies, Verbal Communication Skills, Language Learning, Public Speaking, Critical Thinking",Beginner,https://www.coursera.org/specializations/tesol
180,Supply Chain Management," Strategic Sourcing, Lean Six Sigma, Demand Planning, Procurement, Supplier Relationship Management, Manufacturing Operations, Forecasting, Supply Chain Planning, Lean Methodologies, Process Improvement, Supplier Management, Operations Management, Operations, Process Improvement and Optimization, Customer Demand Planning, Inventory Management, Warehousing, Supply Chain, Warehouse Management, Logistics",Beginner,https://www.coursera.org/specializations/supply-chain-management
181,"TESOL Certificate, Part 1: Teach English Now!"," Digital pedagogy, Train The Trainer, Language Interpretation, Translation, and Studies, Design Elements And Principles, English Language, Design Strategies, Verbal Communication Skills, Language Learning, Public Speaking, Critical Thinking",Beginner,https://www.coursera.org/specializations/tesol
182,IBM Data Warehouse Engineer," Database Administration, Data Warehousing, SQL, Data Pipelines, Database Architecture and Administration, Database Design, Database Management, Relational Databases, Linux Commands, IBM Cognos Analytics, Apache Kafka, Bash (Scripting Language), Apache Airflow, Shell Script, IBM DB2, Extract, Transform, Load, Data Transformation, Data Visualization, Database Software, Data Store",Beginner,https://www.coursera.org/professional-certificates/data-warehouse-engineering
183,Cybersecurity Fundamentals," Public Key Infrastructure, Encryption, Cryptography, IT Security Architecture, Network Security, Cybersecurity, Endpoint Detection and Response, Cyber Attacks, Cryptographic Protocols, Network Architecture, Advanced Encryption Standard (AES), Key Management, Data Encryption Standard, Application Security, Data Security, Information Technology, Cyber Security Strategy, Authentications, Penetration Testing, Computer Security Incident Management",Beginner,https://www.coursera.org/specializations/cybersecurity-fundamentals
184,Psychological First Aid," Triage, Crisis Intervention, Active Listening, Stress First Aid, Rapport Building, Psychosocial Assessments, Emergency Response, Trauma Care, First Aid, Mental and Behavioral Health, Interpersonal Communications, Personal Care, Mitigation, Mental Health, Caregiving, Stress Management, Patient Referral, Empathy & Emotional Intelligence",Mixed,https://www.coursera.org/learn/psychological-first-aid
185,Microsoft Business Analyst," Microsoft Power Platform, Excel Formulas, Process Flow Diagrams, Business Process Modeling, User Story, Business Requirements, Stakeholder Management, Data Modeling, Process Modeling, Microsoft Excel, Requirements Analysis, Software Development Life Cycle, Requirements Elicitation, Quality Management, Diagram Design, Microsoft Visio, Power BI, Stakeholder Engagement, Business Analysis, Data Analysis",Beginner,https://www.coursera.org/professional-certificates/microsoft-business-analyst
186,Introduction to Healthcare," Healthcare Ethics, Pharmaceuticals, Health Systems, Healthcare Industry Knowledge, Managed Care, Health Care, Drug Development, Medical Billing, Medical Management, Health Care Administration, Health Care Procedure and Regulation, Medicaid, Medicare, Health Policy, Care Management, Value-Based Care, Hospital Admissions, Hospital Medicine, Ethical Standards And Conduct",Beginner,https://www.coursera.org/learn/intro-to-healthcare
187,Information Technology (IT) and Cloud Fundamentals," Cloud Computing Architecture, Cloud Services, Cloud Deployment, Generative AI, Cloud Security, Cloud Technologies, Generative AI Agents, Cloud Infrastructure, Cybersecurity, Data Storage, Peripheral Devices, Virtualization, Computer Hardware, Cyber Attacks, OSI Models, General Networking, Database Administration, Data Security, Programming Principles, Computer Programming",Beginner,https://www.coursera.org/specializations/it-cloud-fundamentals
188,Start Writing Prompts like a Pro," Multimodal Prompts, Prompt Engineering, Prompt Engineering Tools, Prompt Patterns, Responsible AI, AI literacy, Context Engineering",Beginner,https://www.coursera.org/learn/google-start-writing-prompts-like-a-pro
189,Meta Web Development Fundamentals," Django (Web Framework), Responsive Web Design, Cascading Style Sheets (CSS), HTML and CSS, Back-End Web Development, Relational Databases, Object Oriented Programming (OOP), Database Management Systems, Bootstrap (Front-End Framework), Database Management, Code Reusability, Database Theory, SQL, Database Design, Front-End Web Development, Unit Testing, MySQL, Computer Programming, Pseudocode, Communication",Beginner,https://www.coursera.org/specializations/meta-web-development-fundamentals
190,Canva Essentials," Prompt Engineering, Event Marketing, Presentations, Video Editing, Canva (Software), Marketing Materials, Marketing Collateral, Prompt Engineering Tools, Color Theory, Typography, Storytelling, Interactive Design, Marketing Design, Cross-Channel Marketing, Visual Design, Brand Strategy, Social Media, Logo Design, Layout Design, Social Media Content",Beginner,https://www.coursera.org/professional-certificates/canva-essentials
191,Advanced Learning Algorithms," Model Training, Machine Learning Algorithms, Transfer Learning, Machine Learning, Applied Machine Learning, Data Ethics, Decision Tree Learning, Model Evaluation, Tensorflow, Responsible AI, Supervised Learning, Deep Learning, Classification Algorithms, Random Forest Algorithm, Model Optimization, Artificial Neural Networks, Logistic Regression, Regression Analysis",Beginner,https://www.coursera.org/learn/advanced-learning-algorithms
192,Construction Management," Project Schedules, Construction Management, Construction Estimating, Project Finance, Cost Estimation, Punch Work, Cost Management, Construction, Production Schedule, Project Risk Management, Bidding, Building Information Modeling, Scheduling, Cost Control, Environment Health And Safety, Cash Flows, Real Estate, Finance, Business Transformation, Innovation",Beginner,https://www.coursera.org/specializations/construction-management
193,PyTorch for Deep Learning," PyTorch (Machine Learning Library), Model Deployment, Hugging Face, Model Optimization, Fine-tuning, Convolutional Neural Networks, Transfer Learning, Data Quality, Generative AI, Data Manipulation, Deep Learning, Generative Model Architectures, Model Training, Image Analysis, MLOps (Machine Learning Operations), Large Language Modeling, Data Pipelines, Artificial Neural Networks, Computer Vision, Natural Language Processing",Intermediate,https://www.coursera.org/professional-certificates/pytorch-for-deep-learning
194,Regulatory Compliance," Compliance Training, Compliance Management, Regulatory Compliance, Health Insurance Portability And Accountability Act (HIPAA) Compliance, General Data Protection Regulation (GDPR), Medical Privacy, Law, Regulation, and Compliance, Legal Risk, Information Privacy, Governance Risk Management and Compliance, Personally Identifiable Information, Regulatory Requirements, Regulation and Legal Compliance, Internal Communications, Procedure Development, Data Security, Continuous Monitoring, Health Information Management, Risk Management, Business Strategy",Intermediate,https://www.coursera.org/specializations/regulatory-compliance
195,Workday Basics Series," Workday (Software), Business Intelligence, No-Code Development, HR Tech, Role-Based Access Control (RBAC), Patch Management, Branding",Beginner,https://www.coursera.org/learn/workday-basics-series
196,Business Strategy," Growth Strategies, Business Strategy, Strategic Thinking, Plan Execution, Business Strategies, Strategic Planning, Mergers & Acquisitions, Competitive Analysis, Organizational Strategy, Business Ethics, Peer Review, Data-Driven Decision-Making, Business Planning, Corporate Strategy, Strategic Leadership, Strategic Decision-Making, Governance, Stakeholder Management, New Business Development, Competitive Intelligence",Beginner,https://www.coursera.org/specializations/business-strategy
197,Generative AI Engineering with LLMs," Prompt Engineering, Large Language Modeling, Retrieval-Augmented Generation, Generative AI, PyTorch (Machine Learning Library), Prompt Patterns, Generative AI Agents, Fine-tuning, Vector Databases, LLM Application, Generative Model Architectures, Generative Adversarial Networks (GANs), Embeddings, Natural Language Processing, Tool Calling, Hugging Face, Model Optimization, Reinforcement Learning, Transfer Learning, Data Pipelines",Intermediate,https://www.coursera.org/specializations/generative-ai-engineering-with-llms
198,Microsoft Cloud Support Associate," Microsoft Azure, Dashboard Creation, Hardware Troubleshooting, Hardware Architecture, Generative AI, Operating Systems, Network Administration, Virtual Networking, Collaborative Software, System Support, TCP/IP, Application Security, Cloud Computing Architecture, Data Storage Technologies, Microsoft Teams, Cloud Computing, Load Balancing, Hardening, Security Controls, Network Protocols",Beginner,https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate
199,Microsoft IT Support Specialist," Computer Hardware, Hardware Architecture, Network Administration, Network Protocols, Data Storage Technologies, Microsoft Teams, Hardening, Firewall, Cloud Services, Data Loss Prevention, Productivity Software, Computer Systems, Security Controls, General Networking, Information Systems Security, Software Installation, Help Desk Support, Debugging, Multi-Factor Authentication, Cloud Computing",Beginner,https://www.coursera.org/professional-certificates/microsoft-it-support-specialist
200,Meta React Native," React Native, Jest (JavaScript Testing Framework), Version Control, User Research, UI/UX Research, Usability Testing, Unix Commands, Restful API, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, SQL, User Interface and User Experience (UI/UX) Design, Mobile Development, Design Research, Cross Platform Development, React.js, Javascript",Beginner,https://www.coursera.org/specializations/meta-react-native
201,Connect and Protect: Networks and Network Security," Network Security, Hardening, Network Protocols, Cloud Security, Network Architecture, Intrusion Detection and Prevention, TCP/IP, Vulnerability Assessments, Computer Networking, Cybersecurity, General Networking, Network Model, Network Infrastructure, Firewall, Security Controls, Cloud Computing, Virtual Private Networks (VPN)",Beginner,https://www.coursera.org/learn/networks-and-network-security
202,Graphic Design," Graphic and Visual Design, Graphic Design, Typography, Graphic and Visual Design Software, Visual Design, Design Elements And Principles, Design, Ideation, Digital Design, Color Theory, Logo Design, Creative Design, Visual Storytelling, Conceptual Design, Photography, Adobe InDesign, Style Guides, Layout Design, Information Architecture, Art History",Beginner,https://www.coursera.org/specializations/graphic-design
203,Meta Back-End Developer," Django (Web Framework), Full-Stack Web Development, Version Control, Restful API, Data Structures, Unix Commands, Bootstrap (Front-End Framework), Git (Version Control System), Back-End Web Development, API Testing, GitHub, Relational Databases, Front-End Web Development, Object Oriented Programming (OOP), Database Management Systems, Database Management, Code Reusability, Python Programming, Computer Programming, Cloud Hosting",Beginner,https://www.coursera.org/professional-certificates/meta-back-end-developer
204,AAPC Medical Biller," Medical Billing, Denial Management, Medical Billing and Coding, Medical Coding, ICD Coding (ICD-9/ICD-10), Billing, Patient Registration, CPT Coding, Accounts Receivable, Payment Processing and Collection, Billing & Invoicing, Health Information Management, Medical Records, Utilization Management, Clinical Documentation, Health Systems, Insurance, Medicare, Healthcare Industry Knowledge, Regulatory Compliance",Beginner,https://www.coursera.org/professional-certificates/aapc-medical-biller
205,Creative Content Creation Toolkit," Canva (Software), Social Media Content, Social Media Campaigns, Content Creation, Visual Design, Social Media Marketing, Generative AI, Video Production, Content Marketing, Graphic Design, Video Editing, ChatGPT, Marketing Design, AI Workflows, Prompt Engineering, Content Strategy, Animations, Storytelling, Branding, Responsible AI",Intermediate,https://www.coursera.org/specializations/creative-content-creation-toolkit
206,First Step Korean," Language Learning, Grammar, Writing, Vocabulary, Literacy, Oral Comprehension, Culture",Beginner,https://www.coursera.org/learn/learn-korean
207,Neural Networks and Deep Learning," Deep Learning, Artificial Neural Networks, Convolutional Neural Networks, Applied Machine Learning, Supervised Learning, Artificial Intelligence, Machine Learning Methods, Recurrent Neural Networks (RNNs), Python Programming, Model Training, Model Optimization",Intermediate,https://www.coursera.org/learn/neural-networks-deep-learning
208,The Business of Health Care," People Management, Financial Reporting, Financial Acumen, Financial Data, Financial Statement Analysis, Financial Statements, Financial Accounting, Social Determinants Of Health, Operations Management, Health Disparities, Team Performance Management, Income Statement, Human Relations Movement, Employee Performance Management, Health Systems, Operational Performance Management, Health Care Administration, Health Care Procedure and Regulation, Health Care, Insurance",Beginner,https://www.coursera.org/specializations/healthcare-administration-management
209,Medical Neuroscience," Sensory Systems Analysis, Neurology, Physiology, Anatomy, Life Sciences, Electrophysiology, Cell Biology, Psychology, Pathology, Molecular Biology",Advanced,https://www.coursera.org/learn/medical-neuroscience
210,Attract and Engage Customers with Digital Marketing," Google Ads, Search Engine Optimization, Digital Marketing, Keyword Research, Digital Advertising, Target Audience, Search Engine Marketing, Online Advertising, Persona Development, Customer Analysis, Conversion Funnel Analysis, Content Optimization, Marketing Strategy and Techniques, Advertising Campaigns, Marketing Strategies, Customer Engagement",Beginner,https://www.coursera.org/learn/attract-and-engage-customers
211,Microsoft Python Development," Web Scraping, Data Structures, Git (Version Control System), Generative AI, Test Script Development, Version Control, Matplotlib, Devops Tools, Plotly, DevOps, Agile Methodology, Web Development, Data Ethics, Flask (Web Framework), Data Visualization, Scripting, GitHub, Data Analysis, Automation, Cloud Computing",Beginner,https://www.coursera.org/professional-certificates/microsoft-python-developer
212,AI Python for Beginners," Large Language Modeling, Prompt Engineering, LLM Application, Artificial Intelligence, Jupyter, Python Programming, Data Analysis, Artificial Intelligence and Machine Learning (AI/ML), Generative AI Agents, AI Integrations, Data Literacy, Application Development, Scripting, Programming Principles, Automation, Computer Programming, Application Programming Interface (API), Package and Software Management, Data Structures",Beginner,https://www.coursera.org/learn/ai-python-for-beginners
213,"IBM DevOps, Cloud, and Agile Foundations"," User Story, Cloud Computing Architecture, Agile Software Development, Cloud Services, Scrum (Software Development), Cloud Deployment, Agile Methodology, Kanban Principles, DevOps, Backlogs, Cloud Security, Cloud Technologies, Cloud Infrastructure, Sprint Retrospectives, Cloud Platforms, Cloud Computing, Cloud-Native Computing, Devops Tools, Continuous Integration, CI/CD",Beginner,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
214,AI for Medicine," Model Evaluation, Patient Evaluation, Deep Learning, Statistical Analysis, Clinical Trials, Feature Engineering, Data Preprocessing, Classification And Regression Tree (CART), Risk Modeling, Statistical Methods, Treatment Planning, Data Analysis, Diagnostic Tests, Precision Medicine, Convolutional Neural Networks, Decision Tree Learning, Predictive Modeling, Image Analysis, Statistical Machine Learning, Machine Learning",Intermediate,https://www.coursera.org/specializations/ai-for-medicine
215,Process Data from Dirty to Clean," Data Cleansing, Sampling (Statistics), Data Integrity, Data Quality, Data Transformation, Data Validation, Analytics, Sample Size Determination, Google Sheets, SQL, Spreadsheet Software",Beginner,https://www.coursera.org/learn/process-data
216,DeepLearning.AI Data Analytics," Data Storytelling, Web Scraping, Google Sheets, Data Visualization, Data Presentation, Statistical Visualization, Spreadsheet Software, Large Language Modeling, Tableau Software, Data Literacy, Dashboard, Pandas (Python Package), Time Series Analysis and Forecasting, Probability & Statistics, Extract, Transform, Load, Statistical Analysis, Statistics, Data Manipulation, Data Analysis, Descriptive Statistics",Beginner,https://www.coursera.org/professional-certificates/data-analytics
217,Medical Billing and Coding Fundamentals," Medical Terminology, Revenue Cycle Management, Healthcare Ethics, Medical Billing, Medical Billing and Coding, Conflict Management, Electronic Medical Record System, Patient Communication, Anatomy, Pathology, Medical Coding, Cultural Responsiveness, Intercultural Competence, Medical History Documentation, ICD Coding (ICD-9/ICD-10), Patient-centered Care, Electronic Medical Record, Medical Records, Physiology, Payment Processing",Beginner,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
218,Instructional Design Foundations and Applications," Instructional and Curriculum Design, Needs Assessment, Instructional Design, Learning Theory, Diversity and Inclusion, Training and Development, People Development, Education and Training, Pedagogy, Curriculum Development, Instructional Strategies, Systems Analysis, Job Analysis, Analysis, Learning Styles",Mixed,https://www.coursera.org/learn/instructional-design-foundations-applications
219,Product Management Certification," New Product Development, Product Management, Product Development, Innovation, Product Lifecycle Management, Product Roadmaps, Product Planning, Product Strategy, Project Management Life Cycle, Product Design, Stakeholder Engagement, Stakeholder Management, Competitive Analysis, Product Testing, Project Planning, Business Strategy, Project Documentation, Business Development, Registration, Leadership",Beginner,https://www.coursera.org/specializations/product-management-certification
220,IBM Project Manager," User Story, Stakeholder Engagement, Team Motivation, Project Management Life Cycle, Resource Management, Project Planning, Risk Management, Peer Review, Agile Software Development, Scrum (Software Development), Stakeholder Management, Agile Methodology, Project Risk Management, Kanban Principles, Project Management, Interviewing Skills, Professional Networking, Leadership, Agile Project Management, Communication",Beginner,https://www.coursera.org/professional-certificates/ibm-project-manager
221,Bookkeeping basics," Bookkeeping, Ledgers (Accounting), Financial Accounting, Financial Reporting, Accounting, Financial Statements, Accounting Records, General Accounting, General Ledger, Standard Accounting Practices, Transaction Processing, Balance Sheet, Income Statement, Business Ethics, Accounting Software, Ethical Standards And Conduct, Cash Flows, Equities, Journals",Beginner,https://www.coursera.org/learn/bookkeeping-basics
222,AI Infrastructure and Operations Fundamentals," Cloud Deployment, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Large Language Modeling, MLOps (Machine Learning Operations), Artificial Intelligence, LLM Application, Cloud Computing, Cloud Solutions, Generative Model Architectures, AI Enablement, Model Deployment, Cloud Infrastructure, Cloud Computing Architecture, AI Orchestration, Infrastructure Architecture, AI Workflows, Data Infrastructure, Artificial Neural Networks, Machine Learning",Beginner,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
223,Salesforce Sales Operations," Sales Pipelines, Sales Process, Sales Operations, Customer Success Management, Order Management, Sales Management, Salesforce, Dashboard, Sales, Sales Development, Order Entry, Closing (Sales), Customer Relationship Management (CRM) Software, Lead Generation, Request For Quotation (RFQ), Sales Support, Customer Relationship Management, Sales Enablement, General Sales Practices, Service Management",Beginner,https://www.coursera.org/professional-certificates/salesforce-sales-operations
224,Introduction to Data Analysis Using Python," Object Oriented Programming (OOP), Data Structures, Data Cleansing, Python Programming, Data Analysis, NumPy, Pandas (Python Package), Data Manipulation, Programming Principles, Analytics, Analytical Skills, Scripting, Code Reusability",Beginner,https://www.coursera.org/learn/introduction-to-data-analysis-using-python
225,Project Execution: Running the Project," Quality Management, Project Closure, Team Management, Project Management, Product Quality (QA/QC), Project Management Life Cycle, Quality Assessment, Quality Assurance, Team Leadership, Project Controls, Project Implementation, Issue Tracking, Team Building, Project Management Software, Project Risk Management, Data Storytelling, Project Documentation, Continuous Improvement Process, Risk Management, Strategic Thinking",Beginner,https://www.coursera.org/learn/project-execution-google
226,Meta Android Developer," React Native, Android Studio, Restful API, Version Control, User Research, UI/UX Research, Usability Testing, Jest (JavaScript Testing Framework), Git (Version Control System), Data Structures, Kotlin, Unix Commands, Android Jetpack, Android Development, Persona (User Experience), GitHub, Interaction Design, React.js, Code Reusability, Javascript",Beginner,https://www.coursera.org/professional-certificates/meta-android-developer
227,Methods and Statistics in Social Sciences," Qualitative Research, Scientific Methods, Statistical Analysis, Statistical Hypothesis Testing, Research, Science and Research, Research Design, Sampling (Statistics), Research Reports, Interviewing Skills, Data Analysis, Data Collection, Research Methodologies, Probability & Statistics, Social Sciences, Statistical Methods, Regression Analysis, Statistical Inference, Statistics, R Programming",Beginner,https://www.coursera.org/specializations/social-science
228,Digital Product Management," Usability Testing, Agile Product Development, New Product Development, Continuous Delivery, Agile Software Development, User Story, Product Management, Agile Methodology, Product Testing, Agile Project Management, Product Development, Team Performance Management, Team Management, Product Improvement, Design Thinking, Team Building, Continuous Deployment, Team Leadership, DevOps, Customer Analysis",Beginner,https://www.coursera.org/specializations/uva-darden-digital-product-management
229,AI Fundamentals for Non-Data Scientists," Machine Learning Methods, Generative AI, Data Management, Generative Model Architectures, Big Data, Statistical Machine Learning, Applied Machine Learning, Machine Learning Algorithms, Generative Adversarial Networks (GANs), Machine Learning, AI Product Strategy, Large Language Modeling, Customer Data Management, AI literacy, Autoencoders, Model Optimization, Deep Learning, Model Evaluation, Algorithms, Data Analysis",Mixed,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists
230,Natural Language Processing," Natural Language Processing, Supervised Learning, Transfer Learning, Recurrent Neural Networks (RNNs), Markov Model, Embeddings, Dimensionality Reduction, Large Language Modeling, Machine Learning Methods, Text Mining, Statistical Machine Learning, Fine-tuning, Artificial Neural Networks, Classification Algorithms, Data Preprocessing, Deep Learning, Tensorflow, Logistic Regression, Feature Engineering, Applied Machine Learning",Intermediate,https://www.coursera.org/specializations/natural-language-processing
231,Management of Fashion and Luxury Companies," Annual Reports, Retail Store Operations, Brand Management, Digital Media Strategy, Case Studies, Global Marketing, Brand Strategy, Financial Statement Analysis, Branding, Communication Strategies, Market Opportunities, Business Modeling, Customer experience strategy (CX), New Business Development, E-Commerce, Market Trend, Product Development",Mixed,https://www.coursera.org/learn/mafash
