Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link,Job_Description
cyber-security,Account Manager (Cyber Security),PT Seraphim Digital Technology,Jakarta Barat,https://id.jobstreet.com/id/job/92171103?type=standard&ref=search-standalone&origin=cardTitle#sol=e00654f576fcb3a7c4201da522b6f1e49d9a62f5,"Seraphim Digital Technology has been a cyber security system integrator since 2001. From the early days of the network security market to the current race for zero day, we have strived to be a pioneer of cutting-edge security solutions and a leading force in Indonesia’s cyber security landscape.
We're looking for Account Manager to join our team with requirement as follow:
Qualifications:
A bachelor’s degree in Information Technology or any related
Min
2 (two)
years sales experience in IT infrastructure or cybersecurity market
Proven experience in sales and account management
Excellent knowledge of sales principles and techniques
Responsibility:
Identifying business opportunities and developing account strategies
Achieving sales targets and revenue goals
Providing excellent customer service and ensuring client satisfaction
Building and maintaining relationships with clients
Collaborating with cross-functional teams to deliver on client requirements
Preparing and presenting sales proposals and reports
Skill requirement:
Excellent communication and interpersonal skills
Strong in negotiation and persuasion
Good analytical thinking and problem-solving
Able to multitask and manage multiple clients
Good organization and time-management
Benefit
Private Insurance (inpatient, outpatient, dental)
Lucrative bonus
Training & Development opp
BPJS Health & Ketenagakerjaan"
cyber-security,Senior endpoint security engineer (Trellix),PT. Lintas Teknologi Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92210068?type=standard&ref=search-standalone&origin=cardTitle#sol=7ee38879715e6a40be657751cacafbfac1a00c99,"Responsibilities:
Coordinate and deploy security tools on customer side by work with all relevant engineers to achieve 100% deployment.
Subject Matter expert skilled in the installation and configuration of server endpoint security tools such as antivirus, configuration management, and asset recognition
Provide on-site implementation services including design, testing, deployment & documentation.
Involve in large scale project implementation.
Be proactive to analyze and clarify customer queries though troubleshooting and researching issues
Actively participate in team and departmental meetings and recommend feedback for improvement
Provide advance Document for LLD, MoP, UAT & Technical Document
Requirements:
Bachelor's degree in Computer Science, Information Technology, or a related field.
Proven experience as a technical skill with a focus on endpoint security and DLP.
In-depth knowledge of endpoint security technologies and DLP solutions, such as Trellix, McAfee and TrendMicro.
Strong understanding of cybersecurity principles and best practices.
Excellent communication and interpersonal skills.
Ability to collaborate effectively with cross-functional teams"
cyber-security,IT Security Specialist,PT. Dwidaya World Wide,Jakarta Raya,https://id.jobstreet.com/id/job/92083976?type=standard&ref=search-standalone&origin=cardTitle#sol=bf4f99073ede914385170179eda50c0fc8390c14,"Job Description:
Infrastructure & Application Security
Secure on-premise and cloud-based infrastructure.
Implement security best practices across Dwidaya’s systems and applications.
Security Monitoring & Incident Response
Continuously monitor for security breaches, vulnerabilities, and anomalies.
Lead investigation and response efforts during security incidents or data breaches.
Governance, Risk & Compliance (GRC)
Ensure compliance with local (Kominfo), international regulations (e.g., GDPR), and industry standards (ISO 27001).
Manage risk assessments and security audits.
Identity and Access Management
Oversee user access control, multi-factor authentication (MFA), and privileged access for internal and external systems.
Manage Single-Sign-On (SSO) and IAM policies for all systems.
Security Awareness & Training
Conduct regular security awareness sessions and phishing simulations.
Promote a security-first culture across departments.
Security Tooling & Automation
Deploy and manage tools such as EDR, SIEM, DLP, and vulnerability scanners.
Automate patch management and threat detection where applicable.
Collaboration & Reporting
Work closely with IT infrastructure, IT application and compliance teams to enforce secure coding, deployment, and operational practices.
Provide regular reports and dashboards to the CTO regarding security posture and KPIs.
Requirements:
Bachelor’s degree in Computer Science, Information Security, or a related field.
Minimum 4–6 years of hands-on experience in cybersecurity roles.
Strong understanding of network, application, and cloud security.
Experience with tools like Splunk, CrowdStrike, Nessus, Fortinet, or similar.
Familiarity with incident response and forensic analysis.
Knowledge of compliance standards (ISO 27001, GDPR, PCI DSS).
Industry certifications (e.g., CISSP, CISM, CEH, CompTIA Security+) (plus point).
Experience with securing banking or e-commerce platforms (plus point).
Background in secure SDLC and working with developers on secure code reviews (plus point).
Exposure to SAP security and enterprise-level IT systems (plus point)."
cyber-security,Chief Technology Officer (CTO),Pengiklan Anonim,Jakarta Pusat,https://id.jobstreet.com/id/job/92215525?type=standard&ref=search-standalone&origin=cardTitle#sol=ca85e0706e0ea5ef0f6da0fee87b09eacd8e3e33,"We are seeking a visionary and commercially astute Chief Technology Officer to join our senior leadership team. In this pivotal role, you will drive the technology strategy that underpins our consulting services, accelerates digital transformation for our clients, and builds scalable internal capabilities that keep us at the forefront of the industry.
As CTO, you will bridge the gap between business strategy and technology execution — both within our firm and in the advisory work we deliver to clients across industries
Key Responsibilities:
Technology Strategy & Vision
▸     Define and own the firm-wide technology roadmap, aligning it with business growth objectives and client service delivery.
▸     Identify emerging technologies (AI/ML, cloud, automation) and assess their impact on consulting service lines.
▸     Champion digital innovation, positioning the firm as a technology-forward advisory partner.
Client Engagement & Delivery
▸     Serve as the senior technology advisor on high-value client engagements, providing strategic guidance on digital transformation, architecture, and tech due diligence.
▸     Lead or oversee technology workstreams within complex, multi-disciplinary consulting projects.
▸     Build trusted relationships with C-suite client stakeholders, translating business challenges into technology solutions.
Internal Technology & Operations
▸     Oversee the firm's internal technology infrastructure, tools, and data platforms.
▸     Drive adoption of AI-powered tools and automation to enhance internal productivity and knowledge management.
▸     Ensure cybersecurity, data governance, and compliance with relevant regulations (ISO 27001, GDPR, etc.).
People & Organizational Leadership
▸     Build, mentor, and lead a high-performing technology team across engineering, architecture, and data functions.
▸     Foster a culture of continuous learning, innovation, and engineering excellence.
▸     Collaborate cross-functionally with practice leads, HR, and operations to embed technology capabilities across the firm.
Commercial & Financial Accountability
▸     Own the technology budget and drive cost-effective vendor and partner management.
▸     Contribute to business development — including proposals, pitches, and thought leadership — to grow the firm's technology advisory revenue.
▸     Support the development of new technology-driven service offerings and go-to-market strategies.
Qualifications & Experience
Required
▸     20+ years of progressive technology leadership experience, with at least 5 years in a CTO, VP Engineering, or equivalent executive role.
▸     Proven experience in a management consulting, professional services, or advisory environment.
▸     Deep expertise in digital transformation, enterprise architecture, and emerging technologies.
▸     Strong track record of engaging C-suite stakeholders and translating strategy into execution.
▸     Demonstrated ability to build and lead cross-functional technology teams in a fast-paced environment.
▸     Bachelor's degree in Computer Science, Engineering, Information Technology, or related field.
Preferred
▸     MBA or advanced degree in a technical or business discipline.
▸     Experience working with private equity, investment banks, or large-scale enterprise clients.
▸     Published thought leadership, speaking engagements, or industry recognitions.
▸     Certifications in cloud platforms (AWS, Azure, GCP) or enterprise architecture frameworks (TOGAF).
Core Competencies:
Technical
• Cloud & Infrastructure (AWS / Azure / GCP)
• Enterprise Architecture & Systems Design
• AI, ML & Data Engineering
• Cybersecurity & Risk Management
• Agile, DevOps & Product Delivery
Leadership &  Business
• Executive Communication & Stakeholder Influence
• Strategic Thinking & Business Acumen
• Team Building & Talent Development
• Commercial Development & Proposal Writing
• Change Management & Transformation"
cyber-security,Cyber Security Consultant,PT Netmarks Indonesia,Jakarta Utara,https://id.jobstreet.com/id/job/91971739?type=standard&ref=search-standalone&origin=cardTitle#sol=de865aa8dfdc0691f30f2facbda4d712788ee022,"Qualification
1.⁠ ⁠Bachelor’s degree in IT, Computer Science, Cybersecurity, or related field
2.⁠ ⁠Fresh graduates are welcome to apply
3.⁠ ⁠Basic understanding of networking (TCP/IP, DNS, HTTP/HTTPS)
4.⁠ ⁠Familiarity with cybersecurity concepts (malware, phishing, firewalls, etc.)
5.⁠ ⁠Awareness of operating systems (Windows/Linux basics)
6.⁠ ⁠Willingness to learn security tools and technologies
7.⁠ ⁠Strong analytical and problem-solving skills
8.⁠ ⁠Good communication and teamwork skills
(Plus Point)
•⁠ ⁠Internship or project experience in IT/cybersecurity
•⁠ ⁠Basic knowledge of tools like Wireshark, Nmap, or SIEM
Key Responsibilities
Conduct security assessments, vulnerability assessments, and penetration testing
Analyze security risks and recommend mitigation strategies
Design and implement security solutions for networks, systems, cloud, and applications
Develop security policies, procedures, and best practices
Perform security audits and compliance checks (ISO 27001, NIST, PCI-DSS, etc.)
Provide cybersecurity awareness training to employees or clients
Collaborate with IT, engineering, and management teams
Prepare technical reports and security recommendations for stakeholders"
cyber-security,Cyber Security Onsite Engineer,PT. Magnus Sedaya Selaras,Jakarta Raya,https://id.jobstreet.com/id/job/91760302?type=standard&ref=search-standalone&origin=cardTitle#sol=256c638999c4f2e7c2e18b282ed53bfd86249a23,"Untuk persyaratan Onsite Engineer sebagai berikut:
Dapat berkomunikasi dan koordinasi dengan baik
Dapat membuat dokumen report sesuai kebutuhan user
Kemampuan analisa statistik.
Memiliki inisiatif tinggi, enerjik, dan memiliki motivasi tinggi.
Penguasaan konseptual yang cepat atau kemampuan untuk belajar dengan cepat.
Teamwork dan mampu beradaptasi dengan lingkungan
Pendidikan S1 (Strata 1) jurusan IT, SI (Sistem Informasi)
Minimum pengalaman 1(satu) sampai 5 (lima) tahun dibidang cyber Security, deteksi ancaman, dan response insiden
Memiliki pengetahuan tentang teknologi IT dan perkembangannya.
Memiliki kemampuan komunikasi dan perilaku yang baik.
Memiliki integritas, komitmen, dan tanggung jawab yang tinggi
Mempunyai memiliki 1 (satu) sertifikasi keamanan informasi/keamanan siber berikut:
ISC² (CISSP, CCSP, CSSLP) atau ISACA (CISA, CISM, CDPSE) atau EC- Council (CEH, CHFI, CISO) atau sertifikasi level professional
Adapun ruang lingkup dari soc on-site engineer yaitu:
Sebagai sysadmin/operator dari solusi SIEM, MDR dan MVM dan perangkat lain sesuai kebutuhan perusahaan
Memastikan perangkat yang sudah terimplementasi berjalan normal.
Melakukan monitoring perangkat yang sudah di implementasikan.
Melakukan review terhadap configurasi perangkat sesuai kebutuhan
Melakukan kegiatan operasional konfigurasi perangkat.
Melakukan investigasi dan penanganan awal apabila terdapat kondisi untuk perangkat appliance/virtual yang tidak normal ataupun down
Melakukan Scanning dengan tools vulnerability management sesuai jadwal yang diberikan
Eskalasi ke tim internal jika permasalahan tidak dapat diselesaikan dengan baik
Berkomunikasi dengan tim, memberikan update terkait layanan, pelaporan, metrik, dan memastikan tercapainya sasaran keamanan
Presentasi bulanan untuk meninjau laporan mingguan dan bulanan
Pembuatan report akhir tahun untuk membantu tim terkait sebagai pelaporan kepada Management IT
Turut menjaga SLA solusi pada kontrak yang ada
Onsite engineer pada di daerah Jakarta.
Office hour sesuai jam kerja yang ada
Follow Up Incident to User
30 Minutes response time untuk insiden baru untuk follow up.
Membuat Executive Business Review yang dapat digunakan untuk memberikan laporan kepada Management IT."
cyber-security,APPLICATION DEVELOPER,Raditya Mulia Lestari (RML),Jakarta Utara,https://id.jobstreet.com/id/job/92222521?type=standard&ref=search-standalone&origin=cardTitle#sol=2c8417fdcd00c9b359c1482f0b81635d48958347,"Membantu kebutuhan technical presales dan post-sales.
Melakukan demo, testing, dan proof of concept (POC).
Membantu integrasi SDK/API pada aplikasi customer maupun internal.
Membantu troubleshooting dan technical support.
Berkoordinasi dengan tim internal dan customer terkait kebutuhan teknis project
Kualifikasi
Memiliki pengalaman sebagai Web Developer dan/atau Mobile Developer.
Memahami proses development aplikasi web maupun mobile.
Memahami & pernah melakukan integrasi third-party SDK atau API.
Memahami basic secure coding / OWASP Top 10 menjadi nilai tambah.
Memiliki kemampuan debugging dan troubleshooting yang baik.
Memiliki kemampuan backend development menjadi nilai tambah.
Memiliki knowledge terkait application security menjadi nilai tambah.
Memiliki portfolio project menjadi nilai tambah.
Mampu melakukan technical discussion dan presentasi dengan customer.
Mampu bekerja secara individu maupun dalam tim.
Pengalaman Min 2 tahun."
cyber-security,SENIOR IT SUPPORT,PT Wahyu Kartumasindo International,Cikarang Selatan,https://id.jobstreet.com/id/job/92227574?type=standard&ref=search-standalone&origin=cardTitle#sol=d61ddc9c441e19ebeb171c3a9d98d1f411d3196f,"Kualifikasi:
Pendidikan Minimal
D3 Teknik Informatika/Sistem Informasi/sejenisnya
Pengalaman pada posisi yang sama minimal
2 tahun
Memahami CCTV (IP Base) & dasar jaringan komputer (LAN)
Kemampuan komunikasi baik, cekatan, dan dapat bekerjasama dalam tim
Mampu berbahasa inggris (minimal pasif)
Kemampuan
komunikasi
yang baik & memiliki jiwa
leadership
Berdomisili
Cikarang/Bekasi
diutamakan
Penempatan di
Cikarang – Jawa barat
Deskripsi Pekerjaan:
Melakukan
Inventory seluruh asset IT
Melakukan Vulnerability dan Pentest
Melakukan penghancuran data di
hardware
menggunakan bitraser
Melakukan instalasi dan upgrade windows dan office
Menangani permintaan dan perbaikan dari user yang berkaitan dengan IT
Melakukan
backup PC dan mesin produksi
Membantu IT dalam pengadaan barang
Membantu dalam audit ISO 9000:1
Menangani akses kontrol beserta fungsinya
Mengelola tim IT"
cyber-security,SOC Threat Analyst (L2 & L3),PT. PELINDUNG TEKNOLOGI UTAMA,Jakarta Pusat,https://id.jobstreet.com/id/job/91762298?type=standard&ref=search-standalone&origin=cardTitle#sol=a1d93718e0d17167ed52bd0ebe1ad7f4b33f3582,"Our Company is growing rapidly, and we are looking for highly motivated individuals to work in a SOC environment leveraging SIEMs and security tools to assist in detecting potential security threats. The SOC analyst role is to monitor, detect and respond to security incidents. The role involves triaging, analyzing alerts, determining the criticality of the incidents, and escalating them accordingly.
Baseline scope and JD for SOC analyst :
Key responsibilities:
Continuously monitor security alerts from various sources such as firewalls, intrusion detection/prevention systems (IDS/IPS), Security Information and Event Management (SIEM) tools, and other security infrastructure.
Respond to and investigate security incidents
Collaborate with senior SOC analyst on complex incidents and provide appropriate recommendation for remediation
Escalate incidents and concerns to higher-tier analysts or specialized security teams when necessary.
Conduct detailed analysis of security events, logs, and alerts to determine the severity and root cause of incidents.
Provide and maintain detailed records of incidents, actions taken, and outcomes for internal tracking and post-incident analysis.
Gather and analyze threat intelligence to stay up to date on emerging cybersecurity risks and vulnerabilities.
Collaborate with IT, network, and infrastructure teams to ensure appropriate measures are taken to prevent or mitigate future incidents.
Assist in the tuning and optimization of security tools, systems, and processes to improve detection capabilities.
Participate in regular team meetings, training sessions, and knowledge-sharing activities to improve team performance and security posture.
Education(s):
Diploma or Bachelor’s degree in Cybersecurity, Information Technology, or related field, or equivalent work experience.
Certifications (preferred but not required):
CompTIA Security+, Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH), or similar certifications.
Skills:
Strong understanding of networking protocols and concepts (TCP/IP, DNS, HTTP/S, etc.).
Experience with SIEM platforms (e.g., Splunk, ArcSight, QRadar, or similar tools) would be preferable.
Ability to investigate and analyze security incidents with attention to detail.
Good communication skills for documenting and reporting incidents.
Ability to work in a fast-paced, high-pressure environment.
Technical Knowledge:
Knowledge of common attack vectors, including but not limited to malware, phishing, DDoS, and APTs (Advanced Persistent Threats).
Knowledge in various cyber defense methodology and frameworks(i,e Mitre ATT&CK, etc)
Familiarity with operating systems (Windows, Linux) and networking devices (routers, switches, firewalls).
Other skills :
Critical thinking and problem-solving abilities.
Ability to prioritize and manage multiple tasks effectively.
Strong teamwork and collaboration skills.
Working hours :
The working hours will change as we grow. Currently we are looking for individuals who are able to work on 12 hour shift"
cyber-security,Development Security Operations (DevSecOps),PT Swadharma Duta Data,Jakarta Raya,https://id.jobstreet.com/id/job/92195342?type=standard&ref=search-standalone&origin=cardTitle#sol=a336a71027c0411b3936adba3428f5ef985bf8d6,"Deskripsi Pekerjaan:
Mengimplementasikan security pada proses development dan CI/CD pipeline
Melakukan vulnerability scanning, monitoring, dan security assessment aplikasi
Berkolaborasi dengan tim Developer dan QA terkait secure coding practice
Melakukan automation deployment, security checking, dan troubleshooting issue
Menyusun dokumentasi serta mendukung audit dan incident handling terkait security systems
Kualfikasi:
Pendidikan minimal S1 jurusan IT atau terkait
Memiliki pengalaman minimal 2 tahun di bidang DevSecOps/DevOps/Security
Memahami CI/CD pipeline dan secure development lifecycle (SSDLC)
Menguasai tools CI/CD seperti Jenkins, GitLab CI/CD, Azure DevOps, atau sejenisnya
Menguasai Docker, Kubernetes, Linux, dan automation scripting (Shell, Bash, Python)
Familiar dengan security tools seperti SAST, DAST, SonarQube, atau OWASP ZAP
Memahami application security, vulnerability assessment, dan OWASP Top 10
Memahami konsep cloud security, infrastructure security, dan application security
Memiliki komunikasi dan kolaborasi yang baik dengan tim Developer, QA, Infrastructure, dan Security"
cyber-security,"Staff Sistem Administration, IT Security & Networking",PT Module Intracs Yasatama,Cikarang Selatan,https://id.jobstreet.com/id/job/92083357?type=standard&ref=search-standalone&origin=cardTitle#sol=42e30cfa36e67d1dd363245095398f8ceedcb81d,"Kami membuka kesempatan bagi seorang
System Administration, IT Security & Networking Staff
untuk bergabung bersama tim
Research & Development (R&D)
. Dalam posisi ini, Anda akan memegang peran penting dalam menjaga stabilitas sistem, memastikan keamanan infrastruktur, serta memberikan dukungan teknologi yang menunjang pengembangan inovasi internal perusahaan.
Apa Yang Akan Kamu Lakukan
Melakukan
monitoring berkala terhadap database dan OS Monitoring
untuk memastikan performa dan ketersediaan optimal.
Memonitoring sistem jaringan (FO, Interkoneksi H2H).
Melakukan set up, instalasi, dan konfigurasi perangkat baru (server, pc, switch, router).
Hasil Kerja Yang Diharapkan
Sistem database termonitor dan terbackup sesuai dengan SOP.
Pemenuhan terhadap support instalasi dan monitoring pemasangan peralatan (software, server, pc, dan perangkat jaringan).
Sistem database termonitor dan terbackup sesuai dengan SOP.
Pemenuhan terhadap monitoring Ketahanan, Kerentanan Sistem & SLA down time jaringan.
Kualifikasi Yang Kami Cari
Pendidikan minimal S1 (Teknik Komputer/Sistem Informasi/ Teknik Informatika.
Menguasai operating sistem Windows & Linux.
Menguasai sistem Jaringan (Subnetting, Routing & Monitoring Tools).
Menguasai sistem Database (Mysql, PostgreSQL, etc).
Mengapa Bergabung Bersama Kami
Di departemen R&D kami, setiap proyek adalah peluang untuk menciptakan inovasi dan solusi teknologi yang berdampak nyata. Sebagai
System Administration, IT Security & Networking Staff
, kamu akan memastikan seluruh infrastruktur sistem, keamanan, dan jaringan berjalan stabil dan andal—menjadi fondasi penting yang memungkinkan tim R&D mengembangkan teknologi dengan optimal."
cyber-security,Network Security Department Head,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/91803680?type=standard&ref=search-standalone&origin=cardTitle#sol=0ab2172e8b0d25320d936363d2e2c131410846c5,"Responsibilities:
Design, implement, and maintain network security infrastructure including Firewalls (NGFW), IDS/IPS, and WAF.
Monitor network traffic for security incidents and respond to threats in real-time.
Perform regular vulnerability assessments and network audits.
Manage VPN and secure remote access for employees.
Optimize network performance while ensuring maximum security.
Requirements:
Bachelor’s degree in Computer Science, Information Security, or related field.
10+ years of experience in network security operations.
Hands-on experience with major security vendors (e.g., Fortinet etc).
Strong knowledge of TCP/IP, DNS, SSL/TLS, and BGP.
Relevant certifications ( OSCP(Offensive Security Certified Professional), CEH or CTF Top-tier participants ) are highly preferred."
cyber-security,Cyber Security Officer,PT VARIA USAHA FABRIKASI,Gresik,https://id.jobstreet.com/id/job/91887796?type=standard&ref=search-standalone&origin=cardTitle#sol=46f2d1c61c0dd9b3d0f7e300040598bff0efa773,"Kualifikasi Umum
Pendidikan minimal S1 Teknik Informatika, Sistem Informasi, Cyber Security, Teknik Elektro, atau sejenisnya
Fresh graduate dipersilakan melamar (pengalaman 1–2 tahun di bidang IT Security menjadi nilai lebih)
Memiliki pemahaman dasar:
• Network Security (Firewall, VPN, IDS/IPS)
• System Security (Hardening, patching, access control)
• Security monitoring & incident response
Menguasai Linux & Windows Administration
Memahami Networking (TCP/IP, DNS, routing)
Memahami standar keamanan informasi (ISO 27001 menjadi nilai tambah)
Memiliki kemampuan analisis & problem solving yang baik
Teliti, detail, dan memiliki awareness terhadap keamanan
Mampu bekerja dalam kondisi high alert / incident
Komunikatif dan mampu berkoordinasi dengan tim IT
Deskripsi Pekerjaan
Melakukan monitoring terhadap sistem keamanan jaringan dan server secara berkala
Mengidentifikasi, menganalisis, dan merespons potensi ancaman atau insiden keamanan (incident response)
Melakukan pengecekan dan penerapan patching serta hardening pada sistem
Mengelola dan memantau perangkat keamanan seperti firewall, VPN, dan IDS/IPS
Melakukan analisis log aktivitas sistem untuk mendeteksi anomali
Mendukung implementasi kebijakan dan prosedur keamanan informasi perusahaan
Membantu proses audit keamanan dan memastikan kepatuhan terhadap standar (misalnya ISO 27001)
Berkoordinasi dengan tim IT dalam penanganan isu keamanan dan perbaikan sistem
Melakukan edukasi dasar terkait security awareness kepada pengguna/internal
Menyusun laporan berkala terkait aktivitas dan insiden keamanan
Tentang Kami
PT VARIA USAHA FABRIKASI adalah anak usaha langsung dari PT Semen Indonesia Logistik Grup, yang tersebar di berbagai wilayah di Indonesia. Kami berfokus untuk memberikan produk dan layanan berkualitas tinggi untuk memenuhi kebutuhan pelanggan kami. Kami juga berkomitmen untuk terus berinovasi dan memperluas jangkauan kami di seluruh wilayah Indonesia. Budaya perusahaan kami yang inovatif, berorientasi pada tim, dan berpusat pada pelanggan menjadi kunci kesuksesan kami."
cyber-security,IT & Operational Manager,Pengiklan Anonim,Tangerang,https://id.jobstreet.com/id/job/92216560?type=standard&ref=search-standalone&origin=cardTitle#sol=3dc466731b780559154be2c4dff145ba1c6ed7d2,"Job Responsibility:
Menyusun dan mengimplementasikan strategi IT yang selaras dengan tujuan bisnis perusahaan
Mengelola infrastruktur IT (server, jaringan, sistem, hardware & software)
Memastikan keamanan sistem, data protection, dan backup berjalan optimal
Mengawasi implementasi dan pengembangan sistem ERP / aplikasi internal perusahaan
Melakukan evaluasi dan improvement terhadap sistem IT untuk meningkatkan efisiensi kerja
Mengelola vendor IT serta memastikan SLA terpenuhi
Mengontrol anggaran IT dan melakukan perencanaan investasi teknologi
Memimpin tim IT dan memastikan layanan helpdesk berjalan responsif
Job Requirement:
Pendidikan minimal S1 di bidang IT, Sistem Informasi, Teknik Informatika, atau jurusan relevan
Pengalaman minimal 5 tahun di bidang IT dan/atau operasional
Memahami infrastruktur jaringan, database, sistem ERP, dan keamanan data
Memiliki kemampuan analisis, problem solving, dan leadership yang kuat
Mampu bekerja secara strategis sekaligus hands-on
Mampu memahami dan menguasai sistem Microsoft Dynamics AX"
cyber-security,IT Infrastructure Supervisor,PT Aneka Search Indonesia,Setiabudi,https://id.jobstreet.com/id/job/92193122?type=standard&ref=search-standalone&origin=cardTitle#sol=0e1fcc0ae1892bfd4ab4c7fc0409349a29e18b62,"We’re Hiring: IT Infrastructure Supervisor!
We’re looking for an IT Infrastructure Supervisor to oversee and maintain the systems behind our daily operations. From data center infrastructure and networking to CCTV, IoT, and cloud systems, you’ll ensure everything runs securely, efficiently, and reliably.
What you’ll do
·       Manage on-premise infrastructure including backup, maintenance, and disaster recovery simulation.
·       Handle office networking systems such as Mikrotik, firewall, router, VLAN, and wireless access points.
·       Maintain CCTV and IoT systems including NVR/DVR management, maintenance, and vendor coordination.
·       Manage Linux servers, patching, hardening, and basic cloud administration.
·       Support database backup, replication, and server maintenance.
·       Manage software licensing administration and vendor coordination.
What we’re looking for
·       Minimum 4 years of Experience in IT Infrastructure, Network Engineering, or System Administration.
·       Strong understanding of networking concepts including OSPF, VLAN, firewall, TCP/IP, DHCP, NAT, VPN, and bandwidth management.
·       Familiar with pfSense or OPNsense, Linux administration (Ubuntu/Debian/CentOS), and basic Windows Server management.
·       Experience managing CCTV systems, IoT devices, and database servers.
·       Experience with virtualization, monitoring tools, backup systems, cloud infrastructure, or Infrastructure as Code is a plus.
·       Mikrotik, CCNA, or other networking certifications are a bonus.
We’d love to hear about the systems you’ve managed and the challenges you’ve solved.
Apply now!"
cyber-security,Cyber Security Assistant Manager,Pengiklan Anonim,Jakarta Barat,https://id.jobstreet.com/id/job/92056676?type=standard&ref=search-standalone&origin=cardTitle#sol=b9758b8256794888b439f9070b6bd077b3fabe19,"Tugas dan Tanggung Jawab
Memantau dan menjaga keamanan jaringan serta sistem.
Menganalisis dan merespons insiden keamanan.
Melakukan vulnerability assessment dan system hardening.
Melakukan korelasi dan analisis log dari berbagai sumber.
Mengelola dan mengoptimalkan penggunaan security tools (firewall, SIEM, VPN, endpoint).
Melakukan pengujian keamanan (penetration testing).
Mengelola dan mengamankan server (Windows/Linux) serta infrastruktur cloud.
Kriteria Seleksi
Pendidikan minimal S1 di bidang IT, Cyber Security, atau jurusan terkait.
Memiliki pengalaman kerja minimal 3 tahun di bidang keamanan sistem dan jaringan.
Memahami konsep dan implementasi keamanan informasi serta keamanan jaringan.
Menguasai keamanan jaringan seperti TCP/IP, routing, firewall, dan VPN.
Memiliki kemampuan analisis insiden, korelasi log, dan problem solving yang baik.
Berpengalaman dalam vulnerability management, system hardening, penetration testing, dan implementasi DevSecOps.
Terbiasa menggunakan berbagai security tools seperti SIEM, firewall, vulnerability scanner, dan tools penetration testing.
Memiliki kemampuan administrasi Windows/Linux Server serta cloud infrastructure menjadi nilai tambah.
Memiliki sertifikasi terkait seperti CEH, Security+, atau sertifikasi sejenis menjadi nilai tambah.
Mampu bekerja secara mandiri maupun dalam tim.
Memiliki kemampuan komunikasi yang baik dan mampu membuat laporan teknis secara jelas dan sistematis."
cyber-security,Senior Infrastructure Read Team Specialis,PT Kb Data Systems Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92220075?type=standard&ref=search-standalone&origin=cardTitle#sol=ef088b3be432644e7d0cb87476ad7d577b12598d,"📌 Role Overview
As a Senior Infrastructure Red Team Specialist, you will act as an advanced adversary to evaluate, challenge, and improve our organization's security posture. You will focus on identifying structural weaknesses in our core infrastructure, servers, and enterprise networks. This role requires a deep offensive mindset to outsmart defensive controls and guide the Blue Team in hardening our defenses.
📌 Key Responsibilities (Job Description)
Enterprise Infrastructure Penetration Testing
: Lead and execute advanced red team simulations against core enterprise networks, Active Directory (AD), critical servers, and internal infrastructures.
Scenario-Based APT Simulations
: Design, orchestrate, and execute end-to-end cyber attack simulations modeling the Tactics, Techniques, and Procedures (TTPs) of real-world Advanced Persistent Threat (APT) groups.
Defense Evasion & Persistence
: Research and develop methods to bypass security controls (EDR, SIEM, AV, Firewalls) to achieve privilege escalation and maintain stealthy persistence.
Purple Teaming & Collaboration
: Partner with the Blue Team (Defenders) post-engagement to analyze detection gaps, improve alert rules, and provide actionable remediation blueprints for the infrastructure architecture.
Technical Leadership & Mentoring
: Guide and mentor junior red team members, spearhead internal security R&D, and stay ahead of the threat landscape.
🛠️ Key Requirements
Experience
: Minimum
7+ years
of hands-on experience in Red Teaming, Infrastructure Penetration Testing, or Advanced Vulnerability Research.
Enterprise Environment Expertise
: Mastery of large-scale Windows/Linux infrastructure, complex network routing, and foundational enterprise protocols.
Active Directory (AD) Dominance
: Proven track record of executing sophisticated AD attacks, including lateral movement, credential dumping, and full domain compromise.
Exploit Development & Automation
: Ability to write and modify custom exploits and malware droppers using languages like Python, PowerShell, Go, or C/C++. Experience customizing C2 frameworks (e.g., Cobalt Strike, Sliver).
🏅 Preferred Qualifications
Advanced Certifications
: Possession of elite offensive security certifications such as
OSEP
,
OSWE
,
GXPN
, or
OSCE
(OSCP with significant senior-level experience is also valued).
Vulnerability Research
: Proven track record of identifying 0-day vulnerabilities (CVEs) or active participation in high-tier Bug Bounty programs.
Threat Modeling
: Advanced knowledge of mapping attack paths using the
MITRE ATT&CK
framework."
